UID,HPSA Name,Designation Type,HPSA Score,Primary State Abbreviation,HPSA Status,HPSA Designation Date,HPSA Designation Last Update Date,Withdrawn Date,County Name,Metropolitan Indicator,HPSA Population Type,HPSA Degree of Shortage,# of FTEs Short,HPSA Designation Population,% of Population Below 100% Poverty,Street Address,CITY,ZIP Code,Primary HHS Region Name,Rural Status,Longitude,Latitude
6169991634,"Health West, Inc.",Federally Qualified Health Center,20,ID,Designated,5/8/2003,11/15/2012,,Bannock County,Non-Metropolitan,,,0,,,427 N Arthur Ave,Pocatello,83204-3006,Region X,Non-Rural,-112.4547141,42.86406876
6479994787,United Neighborhood Health,Federally Qualified Health Center,19,TN,Designated,5/8/2003,5/21/2015,,Davidson County,Metropolitan,,,0,,,617 S 8th St,Nashville,37206-3819,Region IV,Non-Rural,-86.75533817,36.16854386
6549995438,Preston-Taylor Community Health Center,Federally Qualified Health Center,15,WV,Designated,5/8/2003,5/8/2003,,Taylor County,Non-Metropolitan,,,0,,,711 N Pike St,Grafton,26354-1221,Region III,Rural,-80.01834275,39.34577994
6139991354,Cobb County Board of Health,Federally Qualified Health Center,0,GA,Withdrawn,5/8/2003,12/31/2003,,Cobb County,Metropolitan,,,0,,,1650 County Services Pkwy SW,Marietta,30008-4010,Region IV,Non-Rural,-84.58212525,33.9125504
6159991516,Waianae Coast Community Health Center,Federally Qualified Health Center,19,HI,Designated,5/14/2003,12/30/2013,,Honolulu County,Metropolitan,,,0,,,86-260 Farrington Hwy,Waianae,96792-3128,Region IX,Non-Rural,-158.1815274,21.42986744
6359993525,Ben Archer Community Health Center,Federally Qualified Health Center,18,NM,Designated,5/14/2003,11/25/2013,,Dona Ana County,Frontier,,,0,,,255 NM-187,Hatch,87937,Region VI,Rural,-107.1628856,32.66712143
6139991355,St. Joseph's Mercy Care Services,Federally Qualified Health Center,16,GA,Designated,5/14/2003,1/25/2013,,Fulton County,Metropolitan,,,0,,,1450 Cascade Rd SW,Atlanta,30311,Region IV,Non-Rural,-84.45079264,33.72274899
6519995142,Stone Mountain Health Services,Federally Qualified Health Center,15,VA,Designated,5/14/2003,7/1/2016,,Lee County,Non-Metropolitan,,,0,,,PO BOX S,Saint Charles,24282-0269,Region III,Rural,-83.04995149,36.807153
60699906A4,Sage Community Health Center,Federally Qualified Health Center Look A Like,8,CA,Designated,5/14/2003,5/14/2003,,Kern County,Metropolitan,,,0,,,1041 N China Lake Blvd,Ridgecrest,93555-3168,Region IX,Rural,-117.6698779,35.63942552
606999062P,Golden Valley Health Center,Federally Qualified Health Center,17,CA,Designated,5/20/2003,10/28/2014,,Merced County,Metropolitan,,,0,,,727 W Childs Ave,Merced,95341-6805,Region IX,Non-Rural,-120.4962517,37.28823945
6219992121,"Health Help, Inc.",Federally Qualified Health Center,11,KY,Designated,5/20/2003,10/12/2011,,Jackson County,Metropolitan,,,0,,,1010 Main St S,Mc Kee,40447-7089,Region IV,Rural,-83.97937619,37.43234178
6359993526,"Mora Valley Community Health Services, Inc.",Federally Qualified Health Center,9,NM,Designated,5/20/2003,5/20/2003,,Mora County,Non-Metropolitan,,,0,,,PO BOX 209,Mora,87732-0209,Region VI,Rural,-105.3359945,35.943189
6169991635,Terry Reilly Community Health Center,Federally Qualified Health Center,22,ID,Designated,5/22/2003,12/13/2012,,Canyon County,Metropolitan,,,0,,,207 16th Ave N,Nampa,83687-4058,Region X,Non-Rural,-116.5521793,43.57869619
6539995358,Columbia Basin Health Association,Federally Qualified Health Center,16,WA,Designated,5/22/2003,4/22/2013,,Adams County,Non-Metropolitan,,,0,,,140 E Main St,Othello,99344-1040,Region X,Rural,-119.1732613,46.8261325
60699906A8,United Health Centers of San Joaquin Valley,Federally Qualified Health Center,17,CA,Designated,5/23/2003,9/26/2012,,Fresno County,Non-Metropolitan,,,0,,,650 S Zediker Ave,Parlier,93648-2666,Region IX,Non-Rural,-119.5210342,36.60493533
6479994789,Upper Cumberland Primary Care Project,Federally Qualified Health Center,17,TN,Designated,5/23/2003,6/22/2015,,Putnam County,Non-Metropolitan,,,0,,,200 W 10th St,Cookeville,38501-6077,Region IV,Rural,-85.50849394,36.17494754
6479994788,"Matthew Walker Comprehensive Health Center, Inc.",Federally Qualified Health Center,15,TN,Designated,5/23/2003,6/16/2015,,Davidson County,Metropolitan,,,0,,,1035 14th Ave N,Nashville,37208-3050,Region IV,Non-Rural,-86.80120677,36.1705555
6219992122,Mountain Comprehensive Health Corporation,Federally Qualified Health Center,20,KY,Designated,5/30/2003,3/14/2017,,Letcher County,Non-Metropolitan,,,0,,,226 Medical Plaza Ln,Whitesburg,41858-7425,Region IV,Rural,-82.84172095,37.12282774
6509995011,"Richford Health Center, Inc.",Federally Qualified Health Center,9,VT,Designated,5/30/2003,11/29/2018,,Franklin County,Non-Metropolitan,,,0,,,44 Main St,Richford,05476-1153,Region I,Rural,-72.6724111,44.99603425
6369993684,Mt. Vernon Neighborhood Health Center,Federally Qualified Health Center,4,NY,Designated,5/30/2003,5/30/2003,,Westchester County,Metropolitan,,,0,,,107 W 4th St,Mount Vernon,10550-4002,Region II,Non-Rural,-73.83871213,40.90336834
6249992457,"Health Care for the Homeless, Inc.",Federally Qualified Health Center,19,MD,Designated,6/11/2003,11/16/2016,,Baltimore City,Metropolitan,,,0,1,,111 Park Ave,Baltimore,21201-3402,Region III,Non-Rural,-76.6179381,39.29095003
6489994884,William P. Clements Unit,Correctional Facility,0,TX,Withdrawn,6/13/2003,6/29/2012,6/29/2012,Brazoria County,Non-Metropolitan,,,1.5,,,11034 S Highway 36,Brazoria,77422-8375,Region VI,Non-Rural,-95.51479171,28.98529097
6029990214,Sunshine Community Health Center,Federally Qualified Health Center,26,AK,Designated,6/23/2003,11/23/2016,,Matanuska-Susitna Borough,Non-Metropolitan,,,0,,,S Talkeetna Spur Rd,Talkeetna,99676,Region X,Rural,-150.0866898,62.22716158
6029990206,Anchorage Neighborhood Health Center,Federally Qualified Health Center,20,AK,Designated,6/23/2003,7/2/2015,,Anchorage Borough,Non-Metropolitan,,,0,,,903 W Northern Lights Blvd Ste 218,Anchorage,99503-2400,Region X,Non-Rural,-149.899652,61.19532646
6029990213,Iliuliuk Family Health Center,Federally Qualified Health Center,19,AK,Designated,6/23/2003,4/24/2013,,Aleutians West Census Area,Non-Metropolitan,,,0,,,Lavelle Ct,Unalaska,99685,Region X,Rural,-166.538691,53.872308
6029990210,Yukon-Kuskokwim Health Corporation,Federally Qualified Health Center,19,AK,Designated,6/23/2003,11/20/2013,,Bethel Census Area,Non-Metropolitan,,,0,,,Eddie Hoffman Hwy,Bethel,99559,Region X,Rural,-161.7500985,60.79282977
6029990208,Norton Sound Health Corporation,Federally Qualified Health Center,18,AK,Designated,6/23/2003,5/16/2013,,Nome Census Area,Non-Metropolitan,,,0,,,1000 Greg Kruschek Ave,Nome,99762,Region X,Rural,-165.375951,64.49992169
6029990216,"Eastern Aleutian Tribe, Inc.",Federally Qualified Health Center,17,AK,Designated,6/23/2003,3/22/2013,,Anchorage Borough,Non-Metropolitan,,,0,,,1600 A St Ste 104,Anchorage,99501-5146,Region X,Non-Rural,-149.8833056,61.20562103
6029990215,Interior Community Health Center,Federally Qualified Health Center,17,AK,Designated,6/23/2003,12/25/2013,,Fairbanks North Star Borough,Non-Metropolitan,,,0,,,1949 Gillam Way Ste D,Fairbanks,99701-6089,Region X,Non-Rural,-147.7285333,64.82988082
6029990211,Dena' Nena' Henash,Federally Qualified Health Center,16,AK,Designated,6/23/2003,7/3/2012,,Fairbanks North Star Borough,Non-Metropolitan,,,0,,,122 1st Ave,Fairbanks,99701-4871,Region X,Non-Rural,-147.7074724,64.84412145
6029990212,Southeast Alaska Region Health Consortium,Federally Qualified Health Center,16,AK,Designated,6/23/2003,12/28/2017,,Juneau Borough,Non-Metropolitan,,,0,,,3245 Hospital Dr,Juneau,99801-7809,Region X,Rural,-134.4695938,58.32972501
6029990207,City of Galena Dba Edgar Nollner Health Center,Federally Qualified Health Center,16,AK,Withdrawn,6/23/2003,1/22/2013,,Yukon-Koyukuk Census Area,Non-Metropolitan,,,0,,,PO BOX 77,Galena,99741-0077,Region X,Rural,-156.929264,64.733586
6029990219,Seldovia Village Health Center,Federally Qualified Health Center,14,AK,Designated,6/23/2003,12/7/2016,,Kenai Peninsula Borough,Non-Metropolitan,,,0,,,348 Main St,Seldovia,99663,Region X,Rural,-151.7174831,59.44227714
6029990222,Camai Community Health Center,Federally Qualified Health Center,0,AK,Designated,6/23/2003,6/23/2003,,Bristol Bay Borough,Non-Metropolitan,,,0,,,PO BOX 211,Naknek,99633-0211,Region X,Rural,-157.0063805,58.732035
6069990643,Hi-Desert Memorial Health Care District,Federally Qualified Health Center,17,CA,Designated,7/1/2003,12/2/2014,,San Bernardino County,Metropolitan,,,0,1,,6601 White Feather Rd,Joshua Tree,92252-6607,Region IX,Rural,-116.2766698,34.1326108
6479994790,Cherokee Health Systems,Federally Qualified Health Center,22,TN,Designated,7/11/2003,7/11/2003,,Hamblen County,Metropolitan,,,0,,,6350 W Andrew Johnson Hwy,Talbott,37877-8605,Region IV,Non-Rural,-83.40142238,36.17319003
6029990223,Bethel Family Clinic,Federally Qualified Health Center,18,AK,Designated,7/14/2003,6/4/2013,,Bethel Census Area,Non-Metropolitan,,,0,,,631 4th Ave,Bethel,99559,Region X,Rural,-161.7625388,60.79594092
6229992224,Catahoula Parish Hospital Service District,Federally Qualified Health Center,23,LA,Designated,7/15/2003,7/15/2003,,Catahoula Parish,Non-Metropolitan,,,0,,,307 Chisum St,Sicily Island,71368-4807,Region VI,Rural,-91.66069624,31.85240278
6479994793,"Community Health of East Tennessee, Inc.",Federally Qualified Health Center,20,TN,Designated,7/15/2003,9/2/2016,,Campbell County,Non-Metropolitan,,,0,,,507 Main St,Jacksboro,37757-2967,Region IV,Non-Rural,-84.18161418,36.33061623
6369993685,"Morris Heights Health Center, Inc.",Federally Qualified Health Center,19,NY,Designated,7/15/2003,5/2/2013,,Bronx County,Metropolitan,,,0,,,85 W Burnside Ave,Bronx,10453-4015,Region II,Non-Rural,-73.91022219,40.85454084
6479994792,Hardeman County Community Health Center,Federally Qualified Health Center,19,TN,Designated,7/15/2003,4/21/2015,,Hardeman County,Non-Metropolitan,,,0,,,629 Nuckolls Rd,Bolivar,38008-1599,Region IV,Rural,-89.00069459,35.26634622
6289992823,"East Central Mississippi Health Care, Inc.",Federally Qualified Health Center,19,MS,Designated,7/15/2003,7/10/2015,,Leake County,Non-Metropolitan,,,0,,,1490 MS-487,Walnut Grove,39189,Region IV,Rural,-89.34074156,32.58309085
6169991636,Benewah Medical/Wellness Center,Federally Qualified Health Center,18,ID,Designated,7/15/2003,8/9/2016,,Benewah County,Non-Metropolitan,,,0,,,1115 B St,Plummer,83851,Region X,Rural,-116.8902003,47.33611034
6729997268,COSSMA Corporation,Federally Qualified Health Center,18,PR,Designated,7/15/2003,10/25/2018,,Cidra Municipio,Non-Metropolitan,,,0,,,2 Calle Francisco Cruz,Cidra,00739-3420,Region II,Non-Rural,-66.15934368,18.17691835
6539995360,Sea Mar Community Health Center,Federally Qualified Health Center,18,WA,Designated,7/15/2003,12/30/2013,,King County,Metropolitan,,,0,,,1040 S Henderson St,Seattle,98108-4720,Region X,Non-Rural,-122.318073,47.52308145
617999170P,Heartland Health Outreach,Federally Qualified Health Center,17,IL,Designated,7/15/2003,12/3/2014,,Cook County,Metropolitan,,,0,,,1015 W Lawrence Ave,Chicago,60640-5017,Region V,Non-Rural,-87.65536937,41.96901923
6289992824,Greater Meridian Health Clinic,Federally Qualified Health Center,17,MS,Designated,7/15/2003,7/15/2003,,Lauderdale County,Non-Metropolitan,,,0,,,2701 Davis St,Meridian,39301-5708,Region IV,Rural,-88.70578513,32.3623537
6379993770,Person Family Medical Center,Federally Qualified Health Center,13,NC,Designated,7/15/2003,12/6/2012,,Person County,Non-Metropolitan,,,0,,,702 N Main St,Roxboro,27573-4755,Region IV,Rural,-78.97810312,36.40226303
6289992822,Central Mississippi Civic Improvement,Federally Qualified Health Center,11,MS,Designated,7/15/2003,7/15/2003,,Hinds County,Metropolitan,,,0,,,3502 W Northside Dr,Jackson,39213-4454,Region IV,Non-Rural,-90.23412295,32.35604546
6289992825,G. A. Carmichael Family Health Center,Federally Qualified Health Center,4,MS,Designated,7/15/2003,7/15/2003,,Madison County,Non-Metropolitan,,,0,,,1668 W Peace St,Canton,39046-5332,Region IV,Non-Rural,-90.07714525,32.60319343
6509995012,Northern Counties Health Care,Federally Qualified Health Center,1,VT,Designated,7/15/2003,7/15/2003,,Essex County,Metropolitan,,,0,,,82 Maple St,Island Pond,5846,Region I,Rural,-71.88429496,44.81742093
6379993771,Stedman-Wade Health Services,Federally Qualified Health Center,0,NC,Designated,7/15/2003,7/15/2003,,Cumberland County,Non-Metropolitan,,,0,,,7118 Main St,Wade,28395-9749,Region IV,Non-Rural,-78.73049681,35.15948887
6059990516,"Mid-Delta Health Systems, Inc.",Federally Qualified Health Center,23,AR,Designated,7/21/2003,10/8/2015,,Monroe County,Non-Metropolitan,,,0,,,401 Midland St,Clarendon,72029-2727,Region VI,Rural,-91.31045246,34.69035798
6019990181,Family Oriented Primary Health Care,Federally Qualified Health Center,22,AL,Designated,7/21/2003,12/3/2014,,Mobile County,Metropolitan,,,0,,,251 N Bayou St,Mobile,36603-5827,Region IV,Non-Rural,-88.0547138,30.69226926
6019990167,Franklin Primary Health Center,Federally Qualified Health Center,22,AL,Designated,7/21/2003,12/3/2014,,Mobile County,Metropolitan,,,0,,,1555 Spring Hill Ave,Mobile,36604-3214,Region IV,Non-Rural,-88.07351358,30.69237152
6059990517,Lee County Cooperative,Federally Qualified Health Center,21,AR,Designated,7/21/2003,1/20/2011,,Lee County,Non-Metropolitan,,,0,,,530 Atkins Blvd,Marianna,72360-2113,Region VI,Rural,-90.77465105,34.77052598
6059990511,Mainline Health Systems,Federally Qualified Health Center,19,AR,Designated,7/21/2003,5/14/2015,,Ashley County,Non-Metropolitan,,,0,,,223 N Main St,Portland,71663-9230,Region VI,Rural,-91.5115224,33.23840846
6019990168,Bayou La Batre Area Health Development Board,Federally Qualified Health Center,19,AL,Designated,7/21/2003,12/3/2014,,Mobile County,Metropolitan,,,0,,,12701 Padgett Switch Rd,Irvington,36544,Region IV,Non-Rural,-88.23844889,30.42692669
6059990510,Cabun Rural Health Services,Federally Qualified Health Center,18,AR,Designated,7/21/2003,9/16/2015,,Calhoun County,Non-Metropolitan,,,0,,,402 US-167,Hampton,71744,Region VI,Rural,-92.46895979,33.54224564
6609996002,American Samoa Department of Health,Federally Qualified Health Center,18,AS,Designated,7/21/2003,9/9/2014,,Western District,Non-Metropolitan,,,0,,,PO BOX 997534,Pago Pago,96799,Region IX,Rural,-170.747,-14.319
6019990178,"Health Services, Inc.",Federally Qualified Health Center,17,AL,Designated,7/21/2003,12/17/2014,,Montgomery County,Metropolitan,,,0,,,1000 Adams Ave,Montgomery,36104-4424,Region IV,Non-Rural,-86.29480007,32.37553747
6059990512,Corning Area Health Care,Federally Qualified Health Center,16,AR,Designated,7/21/2003,12/8/2014,,Clay County,Non-Metropolitan,,,0,,,1500 W Main St,Corning,72422-1932,Region VI,Rural,-90.59133149,36.41134553
6059990513,East Arkansas Family Health,Federally Qualified Health Center,16,AR,Designated,7/21/2003,10/25/2012,,Crittenden County,Metropolitan,,,0,,,215 E Bond Ave,West Memphis,72301-3550,Region VI,Non-Rural,-90.18269019,35.14781852
6059990514,Arcare,Federally Qualified Health Center,16,AR,Designated,7/21/2003,12/31/2013,,Woodruff County,Non-Metropolitan,,,0,,,623 N 9th St,Augusta,72006-2129,Region VI,Rural,-91.35791715,35.288613
6019990171,Tri-County Medical Center,Federally Qualified Health Center,14,AL,Designated,7/21/2003,7/21/2003,,Conecuh County,Non-Metropolitan,,,0,,,110 S Main St,Evergreen,36401-3313,Region IV,Rural,-86.94460131,31.4352014
6019990170,Rural Health Medical Program,Federally Qualified Health Center,14,AL,Designated,7/21/2003,12/17/2014,,Dallas County,Non-Metropolitan,,,0,,,228 Selma Ave,Selma,36701-5825,Region IV,Rural,-87.0301408,32.40494701
6019990182,"Northeast Alabama Health Services, Inc.",Federally Qualified Health Center,14,AL,Designated,7/21/2003,12/17/2014,,Jackson County,Non-Metropolitan,,,0,,,309 Taylor St,Scottsboro,35768-2421,Region IV,Rural,-86.04051205,34.66394851
6019990176,Birmingham Healthcare,Federally Qualified Health Center,14,AL,Designated,7/21/2003,12/17/2014,,Jefferson County,Metropolitan,,,0,,,712 25th St N,Birmingham,35203-2400,Region IV,Non-Rural,-86.80299537,33.52379606
6019990179,Central North Alabama Health Services,Federally Qualified Health Center,14,AL,Designated,7/21/2003,12/17/2014,,Madison County,Metropolitan,,,0,,,110 Walker Ave NE,Huntsville,35801-4739,Region IV,Non-Rural,-86.58555956,34.73572668
6019990177,"Central Alabama Comprehensive Health, Inc.",Federally Qualified Health Center,13,AL,Withdrawn,7/21/2003,5/15/2014,,Macon County,Non-Metropolitan,,,0,,,203 W Lee St,Tuskegee,36083-1719,Region IV,Rural,-85.69526355,32.42314405
6059990518,"Jefferson Comprehensive Care System, Inc.",Federally Qualified Health Center,12,AR,Designated,7/21/2003,5/13/2014,,Jefferson County,Metropolitan,,,0,,,1101 S Tennessee St,Pine Bluff,71601-5801,Region VI,Non-Rural,-91.99826932,34.21826899
6019990169,Quality of Life Health Services,Federally Qualified Health Center,10,AL,Designated,7/21/2003,7/21/2003,,Etowah County,Metropolitan,,,0,,,1411 Piedmont Cutoff,Gadsden,35903-2708,Region IV,Non-Rural,-85.95639949,33.99988754
6019990175,Southeast Alabama Rural Health Association,Federally Qualified Health Center,10,AL,Designated,7/21/2003,7/21/2003,,Pike County,Non-Metropolitan,,,0,,,1414 Elba Hwy,Troy,36079-6020,Region IV,Rural,-85.9613885,31.7652976
6019990172,Whately Health Service,Federally Qualified Health Center,10,AL,Designated,7/21/2003,7/21/2003,,Tuscaloosa County,Metropolitan,,,0,,,2731 Ml King Jr Blvd,Tuscaloosa,35401,Region IV,Non-Rural,-87.57741969,33.18686244
6019990174,La Clinica de Baldwin,Federally Qualified Health Center,0,AL,Withdrawn,7/21/2003,3/30/2011,,Baldwin County,Metropolitan,,,0,,,1809 N Mckenzie St,Foley,36535-2326,Region IV,Rural,-87.68327746,30.42887175
6019990173,Southern Rural Health Care Consortium,Federally Qualified Health Center,0,AL,Withdrawn,7/21/2003,3/30/2011,,Franklin County,Non-Metropolitan,,,0,,,508 Saint Clair St SE,Russellville,35653-2720,Region IV,Rural,-87.72741845,34.49912192
60699906A9,South Central Family Health,Federally Qualified Health Center,16,CA,Designated,8/7/2003,3/12/2013,,Los Angeles County,Metropolitan,,,0,,,4201 S Central Ave,Los Angeles,90011-3065,Region IX,Non-Rural,-118.2565251,34.00739847
60699906D1,Gardner Family Health,Federally Qualified Health Center,10,CA,Designated,8/7/2003,11/28/2011,,Santa Clara County,Non-Metropolitan,,,0,,,1621 Gold St,Alviso,95002,Region IX,Non-Rural,-121.9760474,37.42478969
6519995143,Coffeewood Correctional Center,Correctional Facility,12,VA,Withdrawn,8/18/2003,6/27/2013,6/27/2013,Culpeper County,Non-Metropolitan,,,0.8,,,12352 Coffeewood Dr,Mitchells,22729-2046,Region III,Rural,-78.02181858,38.36469783
6519995145,Sussex II State Prison,Correctional Facility,0,VA,Withdrawn,8/18/2003,11/3/2011,11/3/2011,,Non-Metropolitan,,,0,,,,,,Region III,Unknown,-78.69794871,37.5128205
6519995144,James River Correctional Center,Correctional Facility,0,VA,Withdrawn,8/18/2003,11/3/2011,11/3/2011,,Non-Metropolitan,,,0,,,,,,Region III,Unknown,-78.69794871,37.5128205
6539995361,Healthpoint,Federally Qualified Health Center,18,WA,Designated,8/19/2003,12/12/2013,,King County,Metropolitan,,,0,,,403 E Meeker St Ste 300,Kent,98030-5904,Region X,Non-Rural,-122.2293423,47.38169151
6369993687,Family Health Network of Central New York,Federally Qualified Health Center,14,NY,Designated,8/19/2003,2/7/2014,,Cortland County,Non-Metropolitan,,,0,,,17 Main St Ste 302,Cortland,13045-6615,Region II,Rural,-76.1804032,42.6005287
6479994794,Rural Health Services Consortium,Federally Qualified Health Center,13,TN,Designated,8/19/2003,8/19/2003,,Hawkins County,Metropolitan,,,0,,,4966 Highway 11W,Rogersville,37857-6028,Region IV,Rural,-82.94100311,36.46000152
6099990934,Community Health Center of Middletown,Federally Qualified Health Center,20,CT,Designated,8/26/2003,6/25/2018,,Middlesex County,Metropolitan,,,0,,,630 Main St # 640,Middletown,06457-2731,Region I,Non-Rural,-72.65216282,41.56466368
60699906D2,Family Healthcare Network,Federally Qualified Health Center,20,CA,Designated,8/26/2003,8/26/2003,,Tulare County,Metropolitan,,,0,,,1107 W Poplar Ave,Porterville,93257-5839,Region IX,Non-Rural,-119.0423112,36.05127746
6259992520,Community Health Center of Franklin County,Federally Qualified Health Center,18,MA,Designated,8/26/2003,1/31/2013,,Franklin County,Non-Metropolitan,,,0,,,338 Montague City Rd,Turners Falls,01376-1830,Region I,Rural,-72.57518356,42.58712761
61999919A1,"Primary Health Care, Inc.",Federally Qualified Health Center,17,IA,Designated,8/26/2003,11/13/2013,,Polk County,Metropolitan,,,0,,,1801 Hickman Rd,Des Moines,50314-1505,Region VII,Non-Rural,-93.64249405,41.61510652
6049990472,Sunset Community Health,Federally Qualified Health Center,22,AZ,Designated,8/28/2003,6/14/2013,,Yuma County,Metropolitan,,,0,,,115 N Somerton Ave,Somerton,85350,Region IX,Non-Rural,-114.7098707,32.5977406
6049990478,North Country Community Health Center,Federally Qualified Health Center,21,AZ,Designated,8/28/2003,10/4/2012,,Coconino County,Non-Metropolitan,,,0,,,2500 N Rose St,Flagstaff,86004-3748,Region IX,Non-Rural,-111.6155433,35.21373455
6049990473,El Rio Health Center,Federally Qualified Health Center,21,AZ,Designated,8/28/2003,1/10/2013,,Pima County,Non-Metropolitan,,,0,,,839 W Congress St,Tucson,85745-2819,Region IX,Non-Rural,-110.9858227,32.22034939
6049990477,Chiricahua Community Health Center,Federally Qualified Health Center,20,AZ,Designated,8/28/2003,5/31/2012,,Cochise County,Non-Metropolitan,,,0,,,10566 N Highway 191,Elfrida,85610-9021,Region IX,Rural,-109.6872833,31.697622
6049990480,Mountain Park Health Center,Federally Qualified Health Center,20,AZ,Designated,8/28/2003,1/9/2013,,Maricopa County,Metropolitan,,,0,,,635 E Baseline Rd,Phoenix,85042-6551,Region IX,Non-Rural,-112.0680135,33.3777075
6049990474,Maricopa County Community Health Center,Federally Qualified Health Center,20,AZ,Designated,8/28/2003,1/9/2013,,Maricopa County,Metropolitan,,,0,,,220 S 12th Ave,Phoenix,85007-3101,Region IX,Non-Rural,-112.0881688,33.44542461
6049990476,Ajo Community Health Center,Federally Qualified Health Center,20,AZ,Designated,8/28/2003,2/7/2013,,Pima County,Non-Metropolitan,,,0,,,410 N Malacate St,Ajo,85321-2254,Region IX,Rural,-112.8640395,32.37551947
6049990475,Canyonlands Community Health Center,Federally Qualified Health Center,19,AZ,Designated,8/28/2003,6/15/2012,,Coconino County,Non-Metropolitan,,,0,,,467 Vista Ave,Page,86040,Region IX,Rural,-111.4627945,36.91882508
6049990479,"Adelante Healthcare, Inc.",Federally Qualified Health Center,19,AZ,Designated,8/28/2003,12/7/2016,,Maricopa County,Metropolitan,,,0,,,14501 W Granite Valley Dr,Sun City West,85375-5795,Region IX,Non-Rural,-112.3736494,33.66205899
6049990470,Marana Health Center,Federally Qualified Health Center,19,AZ,Designated,8/28/2003,1/9/2013,,Pima County,Non-Metropolitan,,,0,,,13644 N Sandario Rd,Marana,85653-8579,Region IX,Non-Rural,-111.2169585,32.45428783
6049990471,Mariposa Community Health Center,Federally Qualified Health Center,18,AZ,Designated,8/28/2003,6/19/2012,,Santa Cruz County,Non-Metropolitan,,,0,,,1852 N Mastick Way,Nogales,85621-1063,Region IX,Rural,-110.9337919,31.36505894
6049990482,United Community Health Center-Maria Auxiliadora,Federally Qualified Health Center,17,AZ,Designated,8/28/2003,8/18/2015,,Pima County,Non-Metropolitan,,,0,,,50 E Duval Rd Ste 10,Green Valley,85614-4153,Region IX,Non-Rural,-110.9846019,31.89941654
6099990936,Cornell Scott-Hill Health Corporation,Federally Qualified Health Center,24,CT,Designated,8/29/2003,6/25/2018,,New Haven County,Metropolitan,,,0,,,400 Columbus Ave,New Haven,06519-1233,Region I,Non-Rural,-72.93963172,41.29765652
6099990935,Fair Haven Community Health,Federally Qualified Health Center,24,CT,Designated,8/29/2003,6/25/2018,,New Haven County,Metropolitan,,,0,,,374 Grand Ave,New Haven,06513-3733,Region I,Non-Rural,-72.90218799,41.30851853
6469994610,Community Health Center of Black Hill,Federally Qualified Health Center,23,SD,Designated,8/29/2003,12/17/2013,,Pennington County,Metropolitan,,,0,,,504 E Monroe St,Rapid City,57701-1400,Region VIII,Non-Rural,-103.203162,44.09030147
6059990519,Boston Mountain Rural,Federally Qualified Health Center,22,AR,Designated,8/29/2003,7/1/2014,,Searcy County,Non-Metropolitan,,,0,,,205 College,Marshall,72650-9017,Region VI,Rural,-92.63395565,35.90666691
6099990941,"Optimus Health Care, Inc.",Federally Qualified Health Center,21,CT,Designated,8/29/2003,6/25/2018,,Fairfield County,Metropolitan,,,0,,,471 Barnum Ave,Bridgeport,06608-2409,Region I,Non-Rural,-73.1802196,41.18717541
6099990940,"Community Health Services, Inc.",Federally Qualified Health Center,21,CT,Designated,8/29/2003,6/25/2018,,Hartford County,Metropolitan,,,0,,,500 Albany Ave,Hartford,06120-2508,Region I,Non-Rural,-72.68491057,41.7777529
6089990831,Dolores County Health Association,Federally Qualified Health Center,20,CO,Designated,8/29/2003,7/15/2013,,Dolores County,Frontier,,,0,,,495 W 4th St,Dove Creek,81324,Region VIII,Rural,-108.9134999,37.76502648
6089990834,Pueblo Community Health Center,Federally Qualified Health Center,20,CO,Designated,8/29/2003,7/16/2013,,Pueblo County,Metropolitan,,,0,,,110 E Routt Ave,Pueblo,81004-2117,Region VIII,Non-Rural,-104.6233161,38.25736361
6089990840,Uncompahgre Combined Community Health Center,Federally Qualified Health Center,20,CO,Designated,8/29/2003,7/18/2013,,San Miguel County,Frontier,,,0,,,1175 Grand Ave,Norwood,81423,Region VIII,Rural,-108.2961614,38.13078545
6089990838,"Peak Vista Communith Health Centers, Inc.",Federally Qualified Health Center,19,CO,Designated,8/29/2003,3/12/2013,,El Paso County,Non-Metropolitan,,,0,,,2828 International Cir,Colorado Springs,80910-3127,Region VIII,Non-Rural,-104.7883544,38.82711543
6049990469,Sun Life Family Health Center,Federally Qualified Health Center,19,AZ,Designated,8/29/2003,1/10/2013,,Pinal County,Non-Metropolitan,,,0,,,865 N Arizola Rd,Casa Grande,85122-6011,Region IX,Non-Rural,-111.7142053,32.88204075
6089990839,Clinica Campesina,Federally Qualified Health Center,18,CO,Designated,8/29/2003,11/19/2015,,Boulder County,Metropolitan,,,0,,,1345 Plaza Ct N,Lafayette,80026-3531,Region VIII,Non-Rural,-105.1085333,39.98621247
6089990835,Colorado Coalition for the Homeless,Federally Qualified Health Center,18,CO,Designated,8/29/2003,12/19/2013,,Denver County,Metropolitan,,,0,,,2100 N Broadway,Denver,80205-2526,Region VIII,Non-Rural,-104.9873484,39.75029707
60699906D3,Clinicas De Salud Del Pueblo,Federally Qualified Health Center,17,CA,Designated,8/29/2003,8/29/2003,,Imperial County,Metropolitan,,,0,,,1166 K St,Brawley,92227-2737,Region IX,Rural,-115.5229605,32.9730805
6089990842,Metro Community Provider Network,Federally Qualified Health Center,15,CO,Designated,8/29/2003,8/1/2013,,Arapahoe County,Metropolitan,,,0,,,3701 S Broadway,Englewood,80113-3611,Region VIII,Non-Rural,-104.9877256,39.6491585
